tree	Raxml_logL	TreeFix_logL	ProfileNJ95_logL	TruePhylo_logL	Raxml_AU	TreeFix_AU	ProfileNJ95_AU	TruePhylo_AU	Raxml_SH	TreeFix_SH	ProfileNJ95_SH	TruePhylo_SH
128	-12719.882806	-12720.270446	-12719.882806	-12720.270446	0.525	0.346	0.607	0.344	0.664	0.332	0.839	0.332
155	-16378.755832	-16380.313367	-16380.313367	-16380.313367	0.803	0.198	0.198	0.197	0.799	0.201	0.201	0.201
187	-12630.321715	-12631.857353	-12631.912931	-12631.857353	0.719	0.416	0.283	0.417	0.728	0.288	0.283	0.288
191	-14533.021611	-14534.55357	-14535.493174	-14534.55357	0.832	0.276	0.144	0.275	0.857	0.306	0.161	0.306
205	-14140.721389	-14140.721389	-14143.689815	-14140.721389	0.492	0.598	0.14	0.644	0.67	0.884	0.134	0.942
215	-16106.348004	-16106.87523	-16106.87523	-16106.87523	0.587	0.414	0.413	0.416	0.585	0.415	0.415	0.415
231	-16072.319607	-16072.847453	-16072.938014	-16072.847453	0.703	0.343	0.338	0.343	0.784	0.501	0.404	0.501
254	-16035.641182	-16037.746037	-16043.21403	-16037.746037	0.826	0.233	0.056	0.271	0.851	0.458	0.066	0.458
259	-15289.612404	-15289.612401	-15289.728561	-15289.612401	0.553	0.747	0.398	0.512	0.908	0.953	0.393	0.651
313	-16079.511865	-16080.751349	-16081.664282	-16080.751349	0.748	0.367	0.151	0.365	0.809	0.38	0.197	0.38
339	-15624.809658	-15624.809658	-15626.01234	-15624.809658	0.574	0.557	0.236	0.568	0.849	0.788	0.226	0.861
342	-15234.073133	-15234.639418	-15237.46617	-15234.639418	0.648	0.499	0.083	0.499	0.756	0.601	0.154	0.601
359	-15927.888541	-15928.588269	-15939.398386	-15928.588269	0.757	0.315	0.009	0.315	0.834	0.606	0.014	0.606
366	-15822.680372	-15822.680372	-15824.612939	-15822.680372	0.546	0.524	0.204	0.665	0.682	0.911	0.197	0.915
372	-15743.020683	-15743.528518	-15810.27228	-15746.328778	0.745	0.418	9e-06	0.108	0.909	0.781	0.0	0.472
389	-17033.775685	-17034.74559	-17035.708789	-17034.74559	0.817	0.306	0.198	0.304	0.912	0.45	0.278	0.45
411	-15373.670095	-15373.80867	-15374.328746	-15373.80867	0.63	0.472	0.304	0.495	0.806	0.557	0.472	0.557
423	-14211.146976	-14211.574615	-14211.331787	-14211.574615	0.656	0.343	0.439	0.342	0.793	0.417	0.603	0.417
424	-11999.231529	-12000.321178	-12000.903623	-12000.321178	0.804	0.299	0.21	0.299	0.874	0.418	0.271	0.418
436	-16162.6445	-16167.284602	-16165.789423	-16170.714852	0.947	0.097	0.12	0.026	0.992	0.174	0.329	0.039
442	-14073.593778	-14074.06091	-14074.060923	-14074.06091	0.702	0.298	0.3	0.3	0.686	0.314	0.314	0.314
451	-15497.88295	-15499.500967	-15499.727833	-15499.500968	0.775	0.314	0.181	0.315	0.802	0.247	0.201	0.247
456	-13928.7673	-13930.566668	-13930.566668	-13930.566668	0.827	0.174	0.175	0.174	0.819	0.181	0.181	0.181
479	-15056.332275	-15058.053525	-15060.445092	-15058.053525	0.808	0.301	0.07	0.301	0.849	0.388	0.101	0.388
482	-18528.481402	-18533.336171	-18533.328321	-18533.350432	0.897	0.122	0.137	0.134	0.895	0.109	0.108	0.108
487	-13534.595056	-13535.51015	-13535.51015	-13535.51015	0.65	0.352	0.352	0.352	0.632	0.368	0.368	0.368
493	-12374.752347	-12374.951652	-12377.938697	-12374.951652	0.688	0.509	0.105	0.509	0.777	0.682	0.141	0.682
504	-16213.905646	-16214.13071	-16214.13071	-16214.13071	0.621	0.383	0.382	0.383	0.634	0.366	0.366	0.366
507	-16507.079793	-16508.096932	-16508.096932	-16508.096933	0.77	0.234	0.234	0.232	0.757	0.243	0.243	0.243
533	-14021.65553	-14021.655519	-14021.655519	-14021.655519	0.496	0.658	0.448	0.63	0.501	0.962	0.743	0.757
545	-14578.936861	-14580.559803	-14580.559802	-14580.559802	0.679	0.313	0.323	0.298	0.69	0.31	0.31	0.31
553	-13803.454571	-13803.454571	-13803.939414	-13803.454571	0.514	0.569	0.301	0.627	0.686	0.887	0.302	0.933
575	-12539.446578	-12539.715948	-12539.72512	-12539.715948	0.653	0.413	0.328	0.514	0.675	0.358	0.364	0.358
582	-16487.175141	-16489.885246	-16489.885246	-16489.885246	0.837	0.166	0.164	0.165	0.849	0.151	0.151	0.151
587	-16241.408597	-16242.786385	-16241.953665	-16242.786385	0.734	0.264	0.384	0.261	0.824	0.303	0.56	0.303
610	-16788.300902	-16790.455562	-16791.3427	-16790.455562	0.871	0.206	0.116	0.218	0.881	0.189	0.116	0.189
640	-17263.573063	-17265.229286	-17265.229281	-17265.229273	0.723	0.287	0.288	0.286	0.723	0.278	0.278	0.278
646	-16578.040637	-16579.024428	-16581.502739	-16579.024428	0.801	0.341	0.109	0.243	0.846	0.501	0.122	0.501
670	-16564.537467	-16564.537423	-16564.537423	-16564.537423	0.501	0.546	0.576	0.542	0.495	0.851	0.887	0.614
684	-15192.236746	-15192.54425	-15192.544075	-15192.54425	0.647	0.396	0.386	0.394	0.66	0.344	0.343	0.343
718	-12967.358205	-12967.422474	-12967.902186	-12967.422474	0.654	0.498	0.291	0.494	0.759	0.697	0.341	0.697
743	-15126.893143	-15127.032116	-15127.032116	-15127.032116	0.579	0.423	0.422	0.422	0.575	0.425	0.425	0.425
769	-15284.706936	-15284.706936	-15284.706936	-15284.706936	0.489	0.508	0.439	0.46	0.671	0.775	0.877	0.629
772	-12648.357491	-12649.072713	-12658.055559	-12649.072713	0.767	0.318	0.011	0.317	0.84	0.602	0.02	0.602
794	-14496.055515	-14496.076919	-14497.090473	-14496.076919	0.607	0.586	0.229	0.588	0.714	0.735	0.291	0.735
803	-15550.169725	-15551.006724	-15552.586123	-15551.006724	0.831	0.294	0.164	0.295	0.92	0.467	0.218	0.467
810	-16373.170129	-16375.275012	-16375.876219	-16375.275011	0.834	0.261	0.153	0.262	0.85	0.212	0.156	0.212
830	-17840.191133	-17845.967793	-17845.951182	-17845.958144	0.938	0.065	0.095	0.096	0.945	0.057	0.06	0.06
852	-15340.818935	-15342.704272	-15342.704272	-15342.704272	0.829	0.173	0.174	0.172	0.832	0.168	0.168	0.168
854	-15314.316286	-15314.917273	-15315.732151	-15314.917273	0.672	0.478	0.243	0.477	0.701	0.61	0.316	0.61
878	-10770.433363	-10770.661862	-10770.934236	-10770.661862	0.646	0.434	0.315	0.452	0.746	0.602	0.379	0.602
895	-15878.700236	-15880.485307	-15880.486167	-15880.485873	0.741	0.278	0.286	0.283	0.741	0.262	0.261	0.261
937	-15002.131365	-15006.148735	-15006.659919	-15006.148735	0.895	0.164	0.088	0.164	0.924	0.124	0.083	0.124
944	-13352.497033	-13353.473865	-13354.745346	-13353.473865	0.653	0.487	0.203	0.488	0.704	0.551	0.283	0.551
961	-13457.027429	-13457.027429	-13457.027429	-13457.027429	0.458	0.507	0.505	0.391	0.804	0.58	0.678	0.883
984	-16979.929292	-16980.861958	-16980.861958	-16980.861958	0.694	0.306	0.308	0.297	0.691	0.309	0.309	0.309
7	-11746.049367	-11746.049367	-11746.049367	-11746.049367	0.501	0.435	0.457	0.495	0.574	0.849	0.767	0.754
8	-16003.410773	-16003.889216	-16003.889216	-16003.889216	0.679	0.321	0.324	0.322	0.673	0.327	0.327	0.327
9	-14093.523645	-14093.72206	-14093.72206	-14093.72206	0.563	0.438	0.44	0.44	0.572	0.428	0.428	0.428
11	-11788.533765	-11788.584175	-11790.0738	-11788.584175	0.668	0.564	0.177	0.562	0.772	0.72	0.22	0.72
12	-13183.428124	-13183.605258	-13185.781792	-13183.605258	0.716	0.408	0.146	0.486	0.805	0.65	0.182	0.65
15	-14883.670958	-14885.050988	-14885.292116	-14885.050988	0.715	0.222	0.321	0.319	0.759	0.374	0.304	0.374
85	-14144.323805	-14144.838263	-14144.838263	-14144.838263	0.678	0.322	0.322	0.324	0.659	0.341	0.341	0.341
96	-12807.792524	-12807.845506	-12807.845506	-12807.845506	0.592	0.411	0.412	0.411	0.568	0.432	0.432	0.432
102	-15427.220157	-15430.215699	-15430.280336	-15430.222155	0.86	0.194	0.185	0.191	0.874	0.131	0.13	0.13
131	-15892.169599	-15896.646923	-15896.646923	-15896.646923	0.923	0.079	0.077	0.078	0.922	0.078	0.078	0.078
137	-9868.835325	-9868.835463	-9868.835337	-9868.835463	0.573	0.173	0.616	0.213	0.692	0.399	0.73	0.35
148	-12757.378398	-12759.180475	-12762.92945	-12759.180475	0.875	0.228	0.051	0.227	0.899	0.398	0.071	0.398
178	-16320.577333	-16323.20913	-16323.209116	-16323.209117	0.856	0.147	0.147	0.148	0.862	0.138	0.138	0.138
189	-13686.546621	-13686.546621	-13694.204656	-13686.546621	0.575	0.537	0.025	0.509	0.896	0.852	0.034	0.743
240	-13384.453363	-13385.084232	-13385.084232	-13385.084232	0.709	0.291	0.293	0.293	0.712	0.288	0.288	0.288
243	-17138.085256	-17139.488984	-17139.48915	-17139.488913	0.666	0.349	0.353	0.35	0.647	0.354	0.355	0.355
255	-15607.064657	-15607.064654	-15689.515435	-15607.064654	0.509	0.471	6e-25	0.474	0.763	0.911	0.0	0.828
263	-15066.56485	-15066.56485	-15067.584	-15066.56485	0.644	0.631	0.236	0.336	0.881	0.809	0.247	0.801
346	-12366.748209	-12367.594969	-12367.594891	-12367.594969	0.724	0.277	0.277	0.278	0.742	0.258	0.258	0.258
355	-12710.057614	-12710.895169	-12710.72752	-12710.895212	0.733	0.268	0.354	0.268	0.775	0.291	0.364	0.291
363	-15934.11343	-15935.28881	-15935.28881	-15935.28881	0.78	0.223	0.223	0.224	0.775	0.225	0.225	0.225
371	-14774.149372	-14774.933456	-14775.283187	-14774.933456	0.727	0.373	0.256	0.373	0.762	0.433	0.294	0.433
385	-15099.432341	-15100.474431	-15108.804097	-15100.47443	0.736	0.352	0.022	0.351	0.824	0.576	0.03	0.576
390	-16665.829748	-16666.707209	-16666.707177	-16666.707202	0.726	0.278	0.283	0.28	0.728	0.273	0.273	0.273
397	-15122.555901	-15122.555897	-15131.28275	-15122.555897	0.539	0.51	0.017	0.536	0.791	0.884	0.018	0.823
415	-14525.632866	-14525.820882	-14526.183925	-14525.820882	0.681	0.441	0.311	0.442	0.841	0.574	0.39	0.574
450	-15494.490005	-15494.490004	-15496.037023	-15494.490004	0.612	0.557	0.198	0.551	0.757	0.863	0.192	0.884
481	-13362.81086	-13363.161389	-13363.161389	-13363.161389	0.671	0.333	0.333	0.235	0.661	0.339	0.339	0.339
494	-13662.340404	-13662.460553	-13662.460553	-13662.460553	0.623	0.382	0.381	0.383	0.606	0.394	0.394	0.394
500	-11962.259985	-11962.259982	-11966.247484	-11962.259982	0.637	0.598	0.084	0.603	0.772	0.938	0.093	0.792
514	-12972.323868	-12972.323867	-12976.586073	-12972.323867	0.539	0.659	0.076	0.526	0.686	0.857	0.093	0.961
518	-16124.606467	-16126.76731	-16132.891106	-16126.76731	0.647	0.44	0.043	0.418	0.72	0.53	0.119	0.53
527	-16635.013783	-16636.72777	-16636.72777	-16636.72777	0.693	0.308	0.308	0.308	0.695	0.305	0.305	0.305
537	-15681.060548	-15681.461476	-15686.367497	-15681.461476	0.752	0.393	0.066	0.394	0.84	0.606	0.075	0.606
551	-13511.922814	-13515.119278	-13610.396714	-13515.119278	0.843	0.16	0.0001	0.16	0.914	0.521	0.0	0.521
559	-13460.949483	-13460.969402	-13466.306212	-13460.969402	0.637	0.564	0.058	0.561	0.782	0.719	0.073	0.718
563	-15727.902412	-15730.099675	-15730.099675	-15730.099675	0.813	0.188	0.188	0.189	0.792	0.208	0.208	0.208
585	-15696.317236	-15696.539715	-15696.539715	-15696.539715	0.623	0.377	0.378	0.379	0.611	0.389	0.389	0.389
630	-14966.438528	-14966.878451	-14970.05272	-14966.878451	0.743	0.426	0.104	0.429	0.789	0.64	0.111	0.64
645	-13533.922866	-13534.125786	-13534.125786	-13534.125786	0.63	0.375	0.374	0.374	0.632	0.369	0.369	0.369
687	-14160.077307	-14160.276541	-14163.838523	-14160.276541	0.685	0.523	0.115	0.524	0.748	0.712	0.13	0.712
694	-12496.15693	-12496.254532	-12498.877942	-12496.254532	0.626	0.582	0.139	0.582	0.718	0.73	0.178	0.73
715	-15741.362796	-15741.362795	-15741.783729	-15741.362795	0.581	0.478	0.304	0.579	0.792	0.919	0.321	0.793
722	-14587.709615	-14587.709552	-14589.032469	-14587.709552	0.605	0.726	0.199	0.616	0.741	0.977	0.219	0.793
763	-16648.988883	-16651.900182	-16651.900181	-16651.900182	0.801	0.201	0.202	0.2	0.788	0.212	0.212	0.212
800	-14616.931179	-14618.625962	-14618.725828	-14618.625962	0.79	0.278	0.165	0.278	0.825	0.222	0.18	0.222
812	-14824.907398	-14826.182381	-14826.182381	-14826.182381	0.742	0.261	0.093	0.258	0.738	0.262	0.262	0.262
837	-14595.209731	-14595.537922	-14595.537922	-14595.537922	0.615	0.387	0.387	0.388	0.618	0.382	0.382	0.382
856	-15163.379396	-15165.335478	-15165.335417	-15165.33542	0.757	0.254	0.256	0.255	0.756	0.245	0.244	0.244
873	-12706.095254	-12706.095254	-12706.095254	-12706.095254	0.511	0.534	0.329	0.463	0.752	0.676	0.688	0.659
877	-12806.857904	-12807.960528	-12807.960528	-12807.960528	0.763	0.239	0.238	0.239	0.763	0.237	0.237	0.237
884	-13953.393728	-13953.453997	-13956.160827	-13953.453997	0.569	0.564	0.104	0.563	0.689	0.672	0.203	0.672
921	-15245.817267	-15245.917182	-15246.27316	-15245.917182	0.664	0.463	0.322	0.464	0.828	0.613	0.39	0.613
974	-12518.596179	-12518.738926	-12518.738926	-12518.738926	0.615	0.387	0.388	0.385	0.612	0.388	0.388	0.388
36	-10655.912173	-10655.912184	-10655.912184	-10655.912184	0.511	0.437	0.383	0.517	0.565	0.866	0.769	0.679
51	-13974.201545	-13976.191747	-13976.191747	-13976.191747	0.846	0.156	0.156	0.155	0.843	0.157	0.157	0.157
53	-9958.298348	-9958.298437	-9958.298437	-9958.298437	0.562	0.263	0.517	0.471	0.696	0.663	0.777	0.561
57	-11908.463475	-11908.896222	-11911.62384	-11908.896222	0.629	0.449	0.074	0.503	0.705	0.611	0.182	0.611
93	-12888.230043	-12888.230043	-12889.156672	-12888.230043	0.527	0.556	0.261	0.626	0.774	0.808	0.257	0.918
105	-14376.190687	-14382.236555	-14382.236336	-14382.236336	0.904	0.099	0.099	0.1	0.91	0.09	0.09	0.09
108	-12312.650126	-12314.090546	-12314.090546	-12314.090546	0.816	0.186	0.184	0.185	0.802	0.198	0.198	0.198
115	-13668.400756	-13669.088803	-13669.925331	-13669.088803	0.732	0.396	0.218	0.396	0.788	0.517	0.244	0.517
129	-13200.880259	-13200.880259	-13200.880259	-13200.880259	0.485	0.498	0.477	0.445	0.753	0.732	0.756	0.714
132	-15090.5198	-15090.888274	-15092.754372	-15090.888274	0.752	0.444	0.138	0.445	0.807	0.627	0.187	0.627
195	-13007.946256	-13008.456487	-13009.812952	-13009.857034	0.694	0.502	0.254	0.226	0.761	0.681	0.273	0.269
206	-16215.914905	-16218.289512	-16217.949793	-16217.946846	0.85	0.145	0.234	0.256	0.872	0.126	0.16	0.159
218	-13171.608881	-13174.371516	-13174.39576	-13174.371516	0.862	0.198	0.217	0.198	0.877	0.134	0.128	0.134
219	-12952.93223	-12952.93223	-12954.310451	-12952.93223	0.57	0.571	0.212	0.588	0.905	0.731	0.215	0.868
223	-13407.586221	-13407.586211	-13407.586211	-13407.586211	0.48	0.504	0.461	0.461	0.524	0.739	0.876	0.853
246	-12903.25686	-12903.374383	-12911.960179	-12903.374383	0.666	0.465	0.031	0.465	0.806	0.679	0.035	0.679
256	-15667.894548	-16054.816343	-15671.836201	-15671.951227	0.808	2e-77	0.26	0.261	0.908	0.0	0.538	0.535
281	-14654.587603	-14656.364542	-14656.364542	-14656.364542	0.669	0.333	0.334	0.331	0.681	0.319	0.319	0.319
327	-15618.194666	-15622.19724	-15621.621171	-15621.704026	0.922	0.104	0.108	0.164	0.933	0.091	0.08	0.083
367	-12213.578929	-12213.677353	-12213.677353	-12213.677353	0.592	0.414	0.413	0.413	0.597	0.403	0.403	0.403
373	-12423.988766	-12426.424576	-12427.388989	-12426.424576	0.799	0.265	0.058	0.265	0.848	0.232	0.12	0.232
377	-7882.299828	-7882.299828	-7887.273612	-7882.299828	0.466	0.246	0.059	0.766	0.609	0.869	0.079	0.927
388	-14388.328877	-14389.11796	-14389.11796	-14389.11796	0.731	0.273	0.274	0.273	0.734	0.266	0.266	0.266
398	-13427.429642	-13427.623607	-13446.318202	-13427.623607	0.64	0.399	0.001	0.399	0.799	0.689	0.004	0.689
406	-14020.367053	-14021.86843	-14024.887658	-14021.868512	0.807	0.323	0.068	0.329	0.85	0.445	0.095	0.445
444	-12855.499821	-12859.868492	-12855.525102	-12859.868493	0.643	0.064	0.553	0.064	0.762	0.085	0.726	0.085
455	-13433.098689	-13433.174905	-13439.860621	-13433.174905	0.635	0.545	0.059	0.544	0.755	0.732	0.064	0.732
464	-15728.641887	-15730.433916	-15729.882569	-15729.899721	0.791	0.199	0.299	0.345	0.913	0.31	0.396	0.396
505	-9618.081197	-9618.455435	-9618.164754	-9618.505473	0.638	0.366	0.492	0.358	0.82	0.507	0.71	0.452
516	-12776.172304	-12777.791997	-12777.791997	-12777.791997	0.793	0.208	0.208	0.207	0.778	0.222	0.222	0.222
544	-13246.165174	-13246.866057	-13246.866057	-13246.866057	0.557	0.415	0.386	0.444	0.56	0.44	0.44	0.44
561	-14118.24872	-14119.219708	-14121.716136	-14119.219708	0.818	0.336	0.128	0.334	0.827	0.538	0.155	0.538
581	-14752.869868	-14753.293827	-14753.293827	-14753.293827	0.585	0.205	0.417	0.417	0.582	0.418	0.418	0.418
603	-13416.278083	-13417.305063	-13420.639748	-13417.305063	0.811	0.336	0.092	0.335	0.842	0.522	0.1	0.522
631	-13931.490609	-13932.020185	-13932.724054	-13932.020185	0.638	0.447	0.127	0.404	0.699	0.487	0.361	0.487
648	-13479.846132	-13481.754699	-13481.754699	-13483.907932	0.774	0.35	0.35	0.21	0.836	0.478	0.478	0.226
742	-14330.026712	-14332.273699	-14332.139113	-14332.273699	0.855	0.167	0.2	0.166	0.852	0.16	0.172	0.16
744	-12167.283027	-12170.242215	-12170.242215	-12170.242215	0.884	0.117	0.117	0.118	0.884	0.116	0.116	0.116
748	-12143.011495	-12143.011495	-12143.011495	-12143.011495	0.474	0.493	0.478	0.47	0.691	0.817	0.8	0.66
773	-11721.776769	-11721.887402	-11725.17289	-11721.887402	0.615	0.581	0.111	0.581	0.726	0.731	0.145	0.731
